age,qx
0,0.010635134005488654
1,0.0007098225807186696
2,0.0004457274113546908
3,0.00033354121686091374
4,0.00027008372585788016
5,0.00022935519734821783
6,0.00020165902269458444
7,0.0001827452579096098
8,0.00017078554825176808
9,0.0001653633494013318
10,0.00016717661617194056
11,0.00017809065167902793
12,0.00021159295258192586
13,0.00025285686113794446
14,0.0002901567827098383
15,0.0003298723954193021
16,0.0003758976003739963
17,0.00041252012092877496
18,0.0004347413426049927
19,0.0004465647430804875
20,0.00045708147650219433
21,0.0004715784917349704
22,0.00048740526146671216
23,0.0005059625218805687
24,0.0005273717800484621
25,0.0005499732506310571
26,0.0005745310300865887
27,0.0006040426875094292
28,0.0006396805911817112
29,0.0006808393414622939
30,0.0007280078917289234
31,0.0007787009423686814
32,0.0008298192281421852
33,0.0008799428858828814
34,0.0009318002732003875
35,0.0009898458144875235
36,0.0010579123341668856
37,0.0011368413236865587
38,0.0012286120318070679
39,0.0013334622245670241
40,0.0014480499524677749
41,0.0015743982110635445
42,0.0017188191550294625
43,0.001883803425670558
44,0.002067298761503333
45,0.002268099669370462
46,0.0024808670286560583
47,0.0027007276391968903
48,0.0029247749256348663
49,0.0031571462194117847
50,0.003408548301789354
51,0.003682416330729071
52,0.003973391752611456
53,0.004282280495799604
54,0.0046136249715134124
55,0.004977743708527902
56,0.005377382016961822
57,0.0058084707180694264
58,0.0062728959862498115
59,0.00677889049355777
60,0.007335299043282205
61,0.007954734928378298
62,0.00864848063875371
63,0.00942749583975238
64,0.010296464042192095
65,0.01124722708290314
66,0.012292019426447606
67,0.013461124131015263
68,0.014772527297546783
69,0.016229188692505867
70,0.01780590267480226
71,0.01951996245192067
72,0.021428976641400477
73,0.023564923677865706
74,0.025928823933844193
75,0.028470123290250917
76,0.03121003153647869
77,0.03424621712601265
78,0.037633370496524356
79,0.04137611332040273
80,0.0454462004340109
81,0.049673159508741856
82,0.05408082539208236
83,0.058696247558638795
84,0.06355038454403862
85,0.06867896572338056
86,0.07412357143703328
87,0.07993300044583103
88,0.086165019116607
89,0.09288862312138058
90,0.10018699520198267
91,0.1081614201769958
92,0.11693653428961644
93,0.12666746188377073
94,0.1375496637621282
95,0.14983274753287185
96,0.1638401705708719
97,0.1799978710445758
98,0.19887668237341838
99,0.22125640909940406
100,0.24822443321715293
101,0.28132963012680995
102,0.32282315490872976
103,0.37602375663994303
104,0.4458007601675904
105,0.5388513759764594
106,0.6619375647328049
107,0.8110892498159722
108,0.9433631050551681
109,0.99576160931332
110,0.999980671530688
111,0.999999999624706
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
