age,qx
0,0.0224672907188814
1,0.00215167758773931
2,0.00113241634611964
3,0.00075004337447619
4,0.000551681341883049
5,0.000432223507351542
6,0.000354399349896365
7,0.00030208033083227
8,0.000267761087039506
9,0.000248353543468498
10,0.00024371660574609
11,0.000256377322997463
12,0.000292000650141141
13,0.000350269465078378
14,0.000488779076122981
15,0.000718515435089522
16,0.000890778624494966
17,0.00105122434661835
18,0.00118791567383736
19,0.00130418939082037
20,0.00142294498045291
21,0.00154128102128597
22,0.00163134669998166
23,0.00168498463636952
24,0.00171206816380078
25,0.00172938497699661
26,0.00175217800517294
27,0.00178330023920892
28,0.00182980001062341
29,0.00188989147914751
30,0.00195589444468828
31,0.00202537945585089
32,0.00210467561031171
33,0.00219512538399599
34,0.0022977637090794
35,0.00241246737670113
36,0.00254103459026316
37,0.00268662780960257
38,0.00285113323305989
39,0.00303467600946936
40,0.00323505055325523
41,0.00345320736479184
42,0.00369315292851628
43,0.0039565768598067
44,0.00424299821448732
45,0.0045576045657546
46,0.00489440817509399
47,0.00524214142606007
48,0.00559656371504135
49,0.0059667030630395
50,0.00635947983717044
51,0.0067941818100163
52,0.00728931367394547
53,0.00785832673140837
54,0.00849451736202246
55,0.00918592176241294
56,0.0099176040685826
57,0.0106861772014128
58,0.0114865136228031
59,0.0123291709704889
60,0.0132381641777543
61,0.014225895175633
62,0.0152876677629116
63,0.0164309126940436
64,0.0176688690495252
65,0.0189811580320427
66,0.0204128468364046
67,0.0220507377776049
68,0.0239467057974109
69,0.0260834716765051
70,0.0283956054637806
71,0.030851937801438
72,0.0334959061118854
73,0.0363346798250146
74,0.0393823617862804
75,0.0426475659870537
76,0.0461593529917886
77,0.0499606557314442
78,0.0540910802193919
79,0.0585723324228299
80,1.0
